sex,age,age_cat,race,juv_fel_count,g_decile_score,juv_misd_count,juv_other_count,c_jail_days,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,event,two_year_recid
Male,29,25 - 45,Caucasian,0,2,0,0,25,57,M,1,0,2,Low,2,Low,2,0,29,0,1
Male,28,25 - 45,African-American,0,3,0,0,0,0,F,0,0,3,Low,2,Low,10,0,69,0,0
Male,26,25 - 45,African-American,0,8,0,0,0,164,M,0,0,8,High,8,High,6,0,896,0,0
Male,55,Greater than 45,African-American,0,3,0,0,4,0,M,1,0,3,Low,1,Low,9,4,299,1,1
Female,23,Less than 25,Caucasian,0,10,0,0,6,1,F,0,0,10,High,9,High,3,5,38,0,0
Female,22,Less than 25,African-American,0,5,0,0,8,1,M,0,0,5,Medium,6,Medium,0,7,1167,0,0
Female,19,Less than 25,Caucasian,0,10,0,0,22,2,F,1,0,10,High,7,Medium,2,20,26,1,1
Male,31,25 - 45,African-American,0,1,0,0,0,28,M,0,0,1,Low,1,Low,1,0,913,0,0
Male,29,25 - 45,African-American,0,1,0,0,1,0,M,0,0,1,Low,1,Low,0,1,753,0,0
Male,61,Greater than 45,African-American,0,6,0,0,1,1,F,1,0,6,Medium,3,Low,15,0,64,1,1
Male,24,Less than 25,African-American,0,10,0,0,1,175,F,1,1,10,High,9,High,4,0,370,0,1
Male,31,25 - 45,Hispanic,0,2,0,0,0,0,M,0,0,2,Low,2,Low,0,0,552,0,0
Male,20,Less than 25,African-American,0,9,1,1,2,1,F,1,0,9,High,6,Medium,4,1,42,1,1
Male,26,25 - 45,Caucasian,0,7,0,0,1,1,F,1,0,7,Medium,4,Low,3,0,272,1,1
Male,27,25 - 45,Caucasian,0,9,0,0,1,0,M,0,0,9,High,7,Medium,5,1,951,0,0
Male,25,25 - 45,Caucasian,0,5,0,0,1,1,F,0,0,5,Medium,3,Low,1,0,828,0,0
Male,23,Less than 25,Caucasian,0,5,2,0,9,0,F,1,0,5,Medium,5,Medium,3,8,116,1,1
Male,38,25 - 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,785,0,0
Male,27,25 - 45,African-American,0,9,2,1,0,1,F,1,0,9,High,6,Medium,18,0,114,0,1
Female,35,25 - 45,Caucasian,0,3,0,0,0,0,F,1,0,3,Low,2,Low,0,0,148,0,1
Male,22,Less than 25,Other,0,9,0,0,16,1,F,0,0,9,High,7,Medium,0,15,1150,0,0
Female,58,Greater than 45,African-American,0,2,0,0,1,14,F,1,1,2,Low,1,Low,4,0,130,1,1
Female,57,Greater than 45,Caucasian,0,4,0,0,2,2,M,1,0,4,Low,1,Low,0,1,234,1,1
Male,21,Less than 25,African-American,0,3,0,1,1,1,F,0,0,3,Low,5,Medium,0,0,764,0,0
Female,22,Less than 25,African-American,0,8,0,0,1,1,F,0,0,8,High,6,Medium,0,0,848,0,0
Male,30,25 - 45,African-American,0,2,0,0,3,1,F,0,0,2,Low,2,Low,0,2,1172,0,0
Male,24,Less than 25,Caucasian,0,10,0,0,37,6,F,1,0,10,High,9,High,1,0,128,0,1
Male,22,Less than 25,Caucasian,0,4,0,0,27,41,F,1,1,4,Low,6,Medium,2,0,70,1,1
Male,29,25 - 45,Caucasian,0,4,0,0,39,61,F,1,0,4,Low,2,Low,3,0,333,0,1
Male,30,25 - 45,African-American,0,8,0,0,2,1,F,1,0,8,High,3,Low,8,1,382,1,1
Female,31,25 - 45,African-American,0,6,0,0,1,1,F,0,0,6,Medium,2,Low,10,0,1083,0,0
Female,45,Greater than 45,Caucasian,0,6,0,0,1,0,F,0,0,6,Medium,4,Low,1,1,813,0,0
Male,23,Less than 25,African-American,0,7,0,0,90,330,F,0,0,7,Medium,9,High,4,0,320,0,0
Male,39,25 - 45,Caucasian,0,2,0,0,5,13,F,1,0,2,Low,1,Low,2,0,237,1,1
Male,31,25 - 45,African-American,0,8,0,0,2,1,F,1,0,8,High,8,High,0,1,88,1,1
Male,22,Less than 25,African-American,0,4,0,0,1,1,F,1,0,4,Low,6,Medium,1,0,418,1,1
Female,27,25 - 45,African-American,0,2,0,0,65,68,F,1,0,2,Low,2,Low,9,0,255,1,1
Male,27,25 - 45,African-American,0,7,0,0,2,1,F,1,1,7,Medium,3,Low,13,1,32,1,1
Male,38,25 - 45,Caucasian,0,1,0,0,1,1,F,1,1,1,Low,1,Low,1,0,272,1,1
Male,31,25 - 45,African-American,0,10,0,0,55,0,F,1,0,10,High,10,High,23,55,72,1,1
Male,47,Greater than 45,African-American,0,9,0,0,2,1,F,0,0,9,High,5,Medium,20,1,788,0,0
Male,22,Less than 25,African-American,0,7,1,0,1,1,F,0,0,7,Medium,7,Medium,3,0,913,0,0
Male,35,25 - 45,African-American,0,9,0,1,80,1159,M,1,1,9,High,3,Low,1,79,357,1,1
Male,23,Less than 25,Hispanic,0,6,0,0,19,19,M,1,0,6,Medium,4,Low,2,0,282,1,1
Male,65,Greater than 45,African-American,0,2,0,0,5,18,M,1,1,2,Low,1,Low,2,0,511,1,1
Male,35,25 - 45,African-American,0,4,0,0,1,1,M,0,0,4,Low,3,Low,0,0,803,0,0
Female,33,25 - 45,African-American,0,3,0,0,1,1,F,0,0,3,Low,2,Low,0,0,551,0,0
Male,53,Greater than 45,Caucasian,0,1,0,0,1,10,M,0,0,1,Low,1,Low,1,0,1019,0,0
Male,52,Greater than 45,Hispanic,0,1,0,0,2,1,F,0,0,1,Low,1,Low,0,1,878,0,0
Male,21,Less than 25,African-American,0,5,0,0,1,1,F,0,0,5,Medium,7,Medium,0,0,272,0,0
Male,37,25 - 45,African-American,0,4,0,0,2,1,F,0,0,4,Low,2,Low,11,1,770,0,0
Male,30,25 - 45,Other,0,9,0,0,1,1,M,1,1,9,High,8,High,4,0,25,1,1
Male,33,25 - 45,Caucasian,0,5,0,0,22,32,F,0,0,5,Medium,2,Low,5,0,801,0,0
Male,31,25 - 45,African-American,0,7,0,0,0,565,M,0,0,7,Medium,6,Medium,2,0,1087,0,0
Male,54,Greater than 45,Other,0,1,0,0,0,1,F,0,0,1,Low,1,Low,0,0,789,0,0
Female,31,25 - 45,African-American,0,1,0,0,0,1,M,0,0,1,Low,1,Low,0,0,791,0,0
Female,59,Greater than 45,Caucasian,0,3,0,0,29,400,F,0,0,3,Low,1,Low,2,0,26,0,0
Male,27,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,2,Low,0,0,917,0,0
Male,36,25 - 45,African-American,0,7,0,0,1,1,M,1,1,7,Medium,2,Low,0,0,232,1,1
Male,46,Greater than 45,African-American,0,9,0,0,6,1,F,1,0,9,High,6,Medium,17,5,427,1,1
Male,22,Less than 25,African-American,0,9,0,1,323,0,F,0,0,9,High,8,High,3,323,1093,0,0
Female,28,25 - 45,Caucasian,0,2,0,0,1,1,M,0,0,2,Low,2,Low,0,0,364,0,0
Female,34,25 - 45,Caucasian,0,9,0,1,3,5,F,1,0,9,High,3,Low,15,0,270,1,1
Male,29,25 - 45,Hispanic,0,9,0,0,1,2,F,1,0,9,High,4,Low,7,0,169,1,1
Male,23,Less than 25,African-American,0,10,0,1,80,0,M,1,1,10,High,9,High,2,80,133,1,1
Male,27,25 - 45,African-American,0,4,0,0,1,1,F,0,0,4,Low,3,Low,3,0,472,0,0
Male,21,Less than 25,Asian,0,6,0,1,1,1,F,1,1,6,Medium,6,Medium,0,0,540,1,1
Male,48,Greater than 45,Caucasian,0,1,0,0,1,4,F,1,0,1,Low,1,Low,3,0,133,1,1
Male,30,25 - 45,African-American,0,9,0,0,20,248,F,1,0,9,High,4,Low,15,0,210,1,1
Female,32,25 - 45,African-American,0,2,0,0,0,44,F,0,0,2,Low,1,Low,2,0,868,0,0
Male,31,25 - 45,African-American,0,7,0,0,7,1,F,0,0,7,Medium,4,Low,5,6,111,0,0
Male,36,25 - 45,African-American,0,5,1,0,2,1,M,0,0,5,Medium,2,Low,4,1,919,0,0
Male,36,25 - 45,African-American,0,5,0,0,0,556,M,0,0,5,Medium,5,Medium,1,0,940,0,0
Male,44,25 - 45,African-American,0,8,0,0,2,1,F,1,0,8,High,5,Medium,14,1,366,1,1
Male,53,Greater than 45,Caucasian,0,1,0,0,1,2,F,0,0,1,Low,1,Low,2,0,1064,0,0
Male,33,25 - 45,African-American,0,2,0,0,2,1,M,1,0,2,Low,1,Low,3,1,67,1,1
Male,21,Less than 25,African-American,1,10,0,0,294,273,F,0,0,10,High,9,High,2,0,808,0,0
Male,33,25 - 45,African-American,0,8,0,0,339,557,F,1,1,8,High,6,Medium,4,0,226,1,1
Male,47,Greater than 45,Caucasian,0,5,0,0,2,0,F,1,0,5,Medium,1,Low,2,2,149,1,1
Male,57,Greater than 45,African-American,0,7,0,0,33,0,F,1,0,7,Medium,2,Low,20,33,167,1,1
Male,28,25 - 45,African-American,0,4,0,0,6,1,M,0,0,4,Low,2,Low,2,5,1062,0,0
Male,24,Less than 25,African-American,0,6,0,0,1,1,M,0,0,6,Medium,4,Low,1,0,923,0,0
Male,44,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,442,0,0
Male,46,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,1129,0,0
Male,37,25 - 45,African-American,0,3,0,0,1,0,F,0,0,3,Low,5,Medium,6,1,1104,0,0
Male,26,25 - 45,African-American,0,6,0,0,6,6,M,1,0,6,Medium,4,Low,10,0,371,1,1
Male,27,25 - 45,African-American,0,8,1,0,0,0,F,1,1,8,High,7,Medium,10,0,7,1,1
Male,40,25 - 45,Caucasian,0,2,0,0,2,1,F,0,0,2,Low,1,Low,1,1,1144,0,0
Female,60,Greater than 45,Caucasian,0,3,0,0,385,0,F,1,0,3,Low,1,Low,9,0,33,1,1
Male,53,Greater than 45,Caucasian,0,1,0,0,6,7,F,0,0,1,Low,1,Low,1,0,742,0,0
Male,26,25 - 45,African-American,0,6,1,0,41,52,F,0,0,6,Medium,6,Medium,8,0,840,0,0
Male,28,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,3,Low,0,0,789,0,0
Male,23,Less than 25,Hispanic,0,4,0,0,0,0,M,0,0,4,Low,5,Medium,0,0,781,0,0
Female,46,Greater than 45,Caucasian,0,8,0,0,20,1,F,0,0,8,High,1,Low,2,19,148,0,0
Male,23,Less than 25,African-American,0,5,0,0,1,1,F,1,0,5,Medium,4,Low,0,0,425,1,1
Male,37,25 - 45,African-American,0,1,0,0,0,28,F,1,1,1,Low,2,Low,5,0,128,1,1
Male,44,25 - 45,African-American,0,1,0,1,0,503,M,0,0,1,Low,1,Low,1,0,1087,0,0
Male,50,Greater than 45,African-American,0,8,0,0,249,1,F,1,0,8,High,6,Medium,18,248,255,0,1
Male,45,Greater than 45,African-American,0,1,0,0,2,1,M,0,0,1,Low,1,Low,0,1,1068,0,0
Male,22,Less than 25,African-American,0,5,0,0,1,1,F,0,0,5,Medium,7,Medium,1,0,69,0,0
Male,26,25 - 45,Caucasian,0,2,0,0,16,0,F,1,1,2,Low,3,Low,1,16,213,1,1
Male,62,Greater than 45,Caucasian,0,1,0,0,3,1,F,0,0,1,Low,1,Low,0,2,1177,0,0
Male,34,25 - 45,Caucasian,0,1,0,0,0,0,M,1,0,1,Low,1,Low,0,0,107,1,1
Male,24,Less than 25,Hispanic,0,10,0,0,6,6,F,0,0,10,High,5,Medium,1,0,99,0,0
Male,21,Less than 25,Caucasian,0,2,0,0,1,1,M,0,0,2,Low,5,Medium,0,0,1173,0,0
Male,25,25 - 45,Caucasian,0,2,0,0,1,1,F,1,1,2,Low,3,Low,0,0,341,1,1
Male,68,Greater than 45,Caucasian,0,1,0,0,3,1,M,0,0,1,Low,1,Low,0,2,1179,0,0
Male,41,25 - 45,Caucasian,0,2,0,0,0,47,M,0,0,2,Low,2,Low,2,0,771,0,0
Male,21,Less than 25,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,6,Medium,1,0,1126,0,0
Female,37,25 - 45,Hispanic,0,3,0,0,2,1,F,0,0,3,Low,1,Low,1,1,788,0,0
Male,22,Less than 25,African-American,0,8,0,0,0,0,F,0,0,8,High,5,Medium,0,0,871,0,0
Male,38,25 - 45,Caucasian,0,4,0,0,268,268,F,1,0,4,Low,2,Low,11,0,474,1,1
Male,42,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,1158,0,0
Male,22,Less than 25,Caucasian,0,4,1,1,1,1,F,1,0,4,Low,6,Medium,1,0,344,1,1
Male,45,Greater than 45,African-American,0,4,0,0,3,1,F,1,0,4,Low,2,Low,0,2,102,1,1
Female,36,25 - 45,African-American,0,10,0,0,1,1,F,1,0,10,High,6,Medium,4,0,636,1,1
Male,48,Greater than 45,African-American,0,6,0,0,1,0,F,0,0,6,Medium,1,Low,2,1,1096,0,0
Female,45,Greater than 45,Caucasian,0,1,0,0,8,106,F,0,0,1,Low,1,Low,1,0,913,0,0
Male,23,Less than 25,African-American,0,9,0,1,8,1,F,1,1,9,High,8,High,6,7,21,1,1
Male,24,Less than 25,African-American,0,8,0,0,1,1,F,0,0,8,High,7,Medium,0,1,1090,0,0
Male,29,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,3,Low,0,0,474,0,0
Male,24,Less than 25,African-American,0,3,0,0,1,3,F,0,0,3,Low,4,Low,0,0,988,0,0
Male,50,Greater than 45,African-American,0,9,0,0,2,0,F,0,0,9,High,6,Medium,11,2,935,0,0
Male,34,25 - 45,African-American,0,7,1,0,2,0,F,1,0,7,Medium,2,Low,10,2,326,1,1
Male,23,Less than 25,African-American,0,2,0,0,0,0,F,0,0,2,Low,4,Low,0,0,1123,0,0
Female,22,Less than 25,Caucasian,0,5,0,0,2,1,M,0,0,5,Medium,6,Medium,0,1,1182,0,0
Male,36,25 - 45,Other,0,1,0,0,7,1,F,0,0,1,Low,1,Low,0,6,870,0,0
Male,30,25 - 45,Caucasian,0,5,0,0,3,1,F,1,0,5,Medium,6,Medium,22,2,52,1,1
Male,21,Less than 25,African-American,0,10,0,0,1,1,F,1,0,10,High,9,High,0,0,233,0,1
Female,53,Greater than 45,Caucasian,0,1,0,0,1,0,F,0,0,1,Low,1,Low,0,1,369,0,0
Male,24,Less than 25,Caucasian,0,3,0,0,1,37,F,0,0,3,Low,3,Low,1,0,58,0,0
Male,25,25 - 45,African-American,0,5,1,1,1,1,M,1,0,5,Medium,5,Medium,7,0,74,0,1
Female,25,25 - 45,African-American,0,9,0,0,0,1599,M,0,0,9,High,5,Medium,1,0,819,0,0
Male,71,Greater than 45,African-American,0,1,0,0,25,1,F,0,0,1,Low,2,Low,8,24,1050,0,0
Male,39,25 - 45,African-American,0,9,4,0,41,2994,M,0,0,9,High,3,Low,10,40,238,0,0
Female,37,25 - 45,African-American,0,5,0,0,37,0,F,0,0,5,Medium,3,Low,0,37,811,0,0
Male,20,Less than 25,African-American,0,5,0,2,8,1,F,1,0,5,Medium,8,High,0,8,322,1,1
Female,29,25 - 45,African-American,0,5,0,0,1,1,F,0,0,5,Medium,4,Low,3,0,962,0,0
Male,22,Less than 25,African-American,0,5,0,0,1,1,F,1,0,5,Medium,5,Medium,2,0,248,1,1
Male,26,25 - 45,African-American,0,7,0,0,83,1,F,1,0,7,Medium,7,Medium,4,82,423,1,1
Male,35,25 - 45,Hispanic,0,7,0,0,0,654,F,0,0,7,Medium,7,Medium,5,0,1172,0,0
Female,47,Greater than 45,African-American,0,10,0,0,31,1,F,1,0,10,High,2,Low,19,30,111,0,1
Male,21,Less than 25,Other,0,4,0,0,1,1,F,1,0,4,Low,6,Medium,1,0,118,1,1
Female,23,Less than 25,Other,0,10,0,0,1,1,M,0,0,10,High,10,High,0,0,812,0,0
Female,20,Less than 25,Caucasian,0,8,0,0,17,1,F,1,0,8,High,6,Medium,1,16,721,1,1
Female,23,Less than 25,African-American,0,2,0,0,1,1,F,0,0,2,Low,3,Low,0,0,756,0,0
Male,27,25 - 45,Native American,0,7,0,0,1,0,M,0,0,7,Medium,4,Low,3,1,878,0,0
Male,55,Greater than 45,Caucasian,0,2,0,0,37,47,F,1,0,2,Low,1,Low,18,0,56,0,1
Female,53,Greater than 45,African-American,0,1,0,0,0,0,F,0,0,1,Low,1,Low,0,0,921,0,0
Female,23,Less than 25,African-American,0,7,0,0,1,1,F,1,0,7,Medium,7,Medium,0,0,1022,1,0
Male,26,25 - 45,African-American,0,7,0,1,22,1,F,1,0,7,Medium,3,Low,5,21,415,1,1
Male,25,25 - 45,African-American,0,6,0,0,6,1,F,1,0,6,Medium,5,Medium,6,5,523,0,0
Male,23,Less than 25,Other,0,4,0,0,1,1,M,0,0,4,Low,6,Medium,2,0,221,0,0
Male,27,25 - 45,African-American,0,9,0,0,0,0,F,1,1,9,High,7,Medium,4,0,216,1,1
Male,26,25 - 45,African-American,0,3,0,0,0,107,M,0,0,3,Low,4,Low,2,0,904,0,0
Male,29,25 - 45,African-American,0,4,0,0,3,1,M,0,0,4,Low,3,Low,1,2,763,0,0
Male,27,25 - 45,Other,0,2,0,0,1,1,F,1,0,2,Low,4,Low,1,0,232,1,1
Male,28,25 - 45,Hispanic,0,2,0,0,1,1,F,0,0,2,Low,2,Low,0,0,1079,0,0
Male,31,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,1,Low,0,0,922,0,0
Male,41,25 - 45,African-American,0,6,0,0,1,29,F,1,0,6,Medium,3,Low,8,0,642,1,1
Male,25,25 - 45,Caucasian,0,2,0,0,0,3,M,0,0,2,Low,3,Low,0,0,1039,0,0
Male,47,Greater than 45,Caucasian,0,1,0,0,0,2,M,0,0,1,Low,1,Low,0,0,767,0,0
Male,37,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,1,Low,4,0,134,0,0
Female,35,25 - 45,African-American,0,5,0,0,2,1,F,0,0,5,Medium,3,Low,4,1,951,0,0
Male,24,Less than 25,Caucasian,0,4,0,0,1,1,M,1,0,4,Low,6,Medium,1,1,159,1,1
Male,21,Less than 25,Caucasian,0,9,2,1,6,1,F,1,1,9,High,8,High,2,5,42,1,1
Male,22,Less than 25,Caucasian,0,4,0,0,3,1,F,1,0,4,Low,6,Medium,0,3,649,1,1
Male,57,Greater than 45,African-American,0,6,0,0,140,1,F,0,0,6,Medium,5,Medium,11,139,903,0,0
Male,48,Greater than 45,Caucasian,0,7,0,0,11,1,F,0,0,7,Medium,4,Low,0,10,360,0,0
Male,36,25 - 45,Other,0,1,0,0,5,1,F,0,0,1,Low,1,Low,0,4,1122,0,0
Female,37,25 - 45,African-American,0,7,0,0,28,1,F,0,0,7,Medium,4,Low,3,27,813,0,0
Male,31,25 - 45,Caucasian,0,1,0,0,5,0,M,0,0,1,Low,2,Low,0,5,1186,0,0
Male,22,Less than 25,African-American,0,9,1,0,4,1,F,1,0,9,High,9,High,1,3,220,1,1
Male,31,25 - 45,Caucasian,0,3,0,0,0,0,M,0,0,3,Low,2,Low,2,0,1057,0,0
Male,24,Less than 25,African-American,0,5,0,0,1,1,F,1,0,5,Medium,4,Low,0,0,72,0,1
Male,32,25 - 45,African-American,0,9,0,1,0,0,F,1,1,9,High,10,High,22,0,152,1,1
Female,23,Less than 25,Other,0,4,0,0,1,1,M,0,0,4,Low,5,Medium,0,0,769,0,0
Male,63,Greater than 45,African-American,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,890,0,0
Male,30,25 - 45,Other,0,1,0,0,1,1,F,0,0,1,Low,2,Low,0,0,921,0,0
Male,26,25 - 45,Caucasian,0,5,0,0,27,38,F,1,1,5,Medium,4,Low,2,0,572,1,1
Male,48,Greater than 45,Caucasian,0,3,0,0,0,1,M,0,0,3,Low,2,Low,2,0,1044,0,0
Male,20,Less than 25,Caucasian,0,4,0,2,1,1,F,0,0,4,Low,7,Medium,0,0,751,0,0
Female,24,Less than 25,African-American,0,5,0,0,0,0,M,1,1,5,Medium,4,Low,1,0,255,1,1
Female,36,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,2,Low,1,0,809,0,0
Male,83,Greater than 45,Hispanic,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,1,1181,0,0
Male,28,25 - 45,Caucasian,0,6,0,0,0,1,F,0,0,6,Medium,6,Medium,2,0,899,0,0
Male,36,25 - 45,African-American,0,2,0,0,1,1,F,1,0,2,Low,1,Low,3,0,376,1,1
Female,33,25 - 45,African-American,0,2,0,0,2,1,M,0,0,2,Low,2,Low,0,1,805,0,0
Male,39,25 - 45,African-American,0,3,0,0,0,0,F,0,0,3,Low,2,Low,0,0,1174,0,0
Male,29,25 - 45,Other,0,7,0,0,0,0,M,0,0,7,Medium,5,Medium,3,0,833,0,0
Male,30,25 - 45,African-American,0,10,0,0,4,4,F,1,0,10,High,5,Medium,17,0,106,1,1
Female,19,Less than 25,Caucasian,1,6,1,0,1,100,M,1,1,6,Medium,8,High,1,0,139,1,1
Male,24,Less than 25,African-American,0,1,0,0,1,1,F,1,0,1,Low,2,Low,1,0,136,0,1
Male,36,25 - 45,Hispanic,0,7,0,0,79,42,F,0,0,7,Medium,6,Medium,11,0,916,0,0
Female,29,25 - 45,Caucasian,0,5,0,0,0,1694,F,0,0,5,Medium,5,Medium,1,0,778,0,0
Male,35,25 - 45,African-American,0,6,0,0,1,1,F,0,0,6,Medium,2,Low,7,0,780,0,0
Male,24,Less than 25,African-American,0,3,0,1,1,1,F,0,0,3,Low,3,Low,0,0,741,0,0
Male,26,25 - 45,Caucasian,0,2,0,0,9,1,M,0,0,2,Low,2,Low,0,0,773,0,0
Male,26,25 - 45,Caucasian,0,4,0,0,2,1,F,0,0,4,Low,4,Low,8,1,955,0,0
Male,52,Greater than 45,African-American,0,6,0,0,0,185,M,0,0,6,Medium,1,Low,7,0,928,0,0
Male,28,25 - 45,African-American,0,7,0,0,1,1,F,1,1,7,Medium,8,High,14,0,295,1,1
Male,32,25 - 45,African-American,0,5,0,0,1,1,M,0,0,5,Medium,2,Low,0,0,1120,0,0
Female,32,25 - 45,Caucasian,0,3,0,0,1,1,M,1,1,3,Low,1,Low,1,0,269,1,1
Male,33,25 - 45,African-American,0,8,0,0,6,1,M,1,0,8,High,6,Medium,5,6,56,1,1
Male,29,25 - 45,African-American,0,10,1,0,17,1,F,0,0,10,High,7,Medium,16,16,788,0,0
Male,34,25 - 45,Caucasian,0,3,0,0,1,1,M,1,0,3,Low,2,Low,1,0,46,1,1
Female,37,25 - 45,Other,0,1,0,0,1,1,M,1,0,1,Low,1,Low,0,0,13,1,1
Male,43,25 - 45,Caucasian,0,1,0,0,0,0,M,0,0,1,Low,1,Low,0,0,1136,0,0
Male,47,Greater than 45,Caucasian,0,4,0,0,0,4,F,0,0,4,Low,5,Medium,2,0,739,0,0
Male,25,25 - 45,African-American,0,6,0,0,2,0,M,1,0,6,Medium,5,Medium,3,2,311,1,1
Female,23,Less than 25,African-American,0,3,0,0,2,1,F,0,0,3,Low,3,Low,1,1,1050,0,0
Male,39,25 - 45,Caucasian,0,2,0,0,1,1,M,1,0,2,Low,2,Low,2,0,755,1,0
Male,35,25 - 45,African-American,0,8,0,0,5,1,F,1,0,8,High,7,Medium,13,4,192,1,1
Male,33,25 - 45,Other,0,1,0,0,1,1,F,0,0,1,Low,2,Low,0,0,80,0,0
Male,21,Less than 25,Other,0,3,0,0,1,1,F,1,1,3,Low,7,Medium,0,0,20,1,1
Male,43,25 - 45,African-American,1,8,0,0,1,0,F,0,0,8,High,4,Low,20,1,51,0,0
Male,25,25 - 45,African-American,0,8,1,1,1,1,F,1,1,8,High,9,High,3,0,369,1,1
Male,48,Greater than 45,African-American,1,10,0,0,6,1,F,1,1,10,High,9,High,25,5,18,0,1
Male,22,Less than 25,African-American,0,7,0,1,1,1,M,1,1,7,Medium,9,High,1,0,28,1,1
Male,52,Greater than 45,African-American,1,8,0,0,39,1,M,1,1,8,High,2,Low,9,38,64,1,1
Male,26,25 - 45,Caucasian,0,4,0,0,35,1,F,1,1,4,Low,3,Low,5,34,120,0,1
Male,67,Greater than 45,African-American,0,7,0,0,28,1,M,1,0,7,Medium,7,Medium,4,27,46,1,1
Male,34,25 - 45,African-American,0,2,0,0,1,1,M,0,0,2,Low,2,Low,4,0,1080,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,0,2,M,1,0,1,Low,1,Low,4,0,827,0,0
Male,28,25 - 45,African-American,0,4,0,0,5,2,F,1,0,4,Low,5,Medium,1,4,170,1,1
Male,29,25 - 45,African-American,0,4,0,0,1,1,M,0,0,4,Low,5,Medium,2,0,819,0,0
Female,24,Less than 25,African-American,0,5,0,0,0,,M,1,0,5,Medium,6,Medium,0,0,142,0,1
Male,37,25 - 45,African-American,0,5,0,0,20,1,F,1,1,5,Medium,2,Low,6,19,48,0,1
Male,43,25 - 45,Other,0,2,0,0,1,1,F,0,0,2,Low,2,Low,3,0,1061,0,0
Male,51,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,850,0,0
Male,20,Less than 25,African-American,0,7,0,1,1,2,M,1,0,7,Medium,7,Medium,1,0,105,1,1
Male,26,25 - 45,Caucasian,0,7,0,0,293,0,M,1,0,7,Medium,4,Low,4,580,620,1,1
Female,39,25 - 45,Caucasian,0,2,0,0,10,1,M,1,0,2,Low,1,Low,1,9,332,1,1
Male,21,Less than 25,African-American,0,8,0,1,2,1,F,0,0,8,High,7,Medium,1,1,741,0,0
Male,21,Less than 25,African-American,0,9,1,1,3,1,F,1,0,9,High,6,Medium,1,2,35,1,1
Male,24,Less than 25,Caucasian,0,4,2,0,1,1,F,1,0,4,Low,4,Low,3,0,46,1,1
Male,26,25 - 45,African-American,0,8,1,0,1,1,M,1,1,8,High,9,High,4,0,50,1,1
Male,48,Greater than 45,Caucasian,0,2,0,0,1,0,F,0,0,2,Low,1,Low,1,1,72,0,0
Male,24,Less than 25,African-American,0,5,1,0,2,1,F,1,0,5,Medium,4,Low,5,1,633,1,1
Male,26,25 - 45,Caucasian,0,4,0,0,0,0,F,0,0,4,Low,3,Low,0,0,747,0,0
Male,46,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,938,0,0
Female,30,25 - 45,Hispanic,0,2,0,0,0,3,M,0,0,2,Low,2,Low,1,0,1131,0,0
Male,24,Less than 25,African-American,0,9,1,1,1,1,M,0,0,9,High,7,Medium,7,0,333,0,0
Female,21,Less than 25,Caucasian,0,5,0,0,1,1,M,0,0,5,Medium,7,Medium,0,0,1067,0,0
Male,24,Less than 25,African-American,0,3,0,0,1,1,F,1,0,3,Low,5,Medium,1,0,473,1,1
Male,30,25 - 45,African-American,0,7,0,0,0,599,F,0,0,7,Medium,5,Medium,1,0,753,0,0
Male,36,25 - 45,African-American,0,8,0,0,2,1,M,0,0,8,High,2,Low,9,2,363,0,0
Male,30,25 - 45,African-American,0,4,0,0,1,1,F,1,1,4,Low,3,Low,5,0,95,1,1
Female,22,Less than 25,Caucasian,0,6,0,0,2,23,F,0,0,6,Medium,7,Medium,1,0,554,0,0
Male,25,25 - 45,African-American,0,9,0,0,10,1,F,1,1,9,High,8,High,0,9,67,1,1
Male,31,25 - 45,African-American,0,8,3,0,118,1,M,1,0,8,High,7,Medium,25,117,245,1,1
Male,24,Less than 25,African-American,0,4,0,0,2,1,F,0,0,4,Low,5,Medium,0,1,424,0,0
Male,39,25 - 45,African-American,0,8,0,0,2,1,F,1,1,8,High,6,Medium,13,1,127,0,1
Male,46,Greater than 45,Other,0,1,0,0,5,1,F,0,0,1,Low,1,Low,0,4,75,0,0
Male,48,Greater than 45,African-American,0,1,0,0,0,9,M,1,0,1,Low,2,Low,5,0,389,1,1
